district,latitude,longitude,population_density,theft,robbery,molestation,cruelty_by_husband,pocso,rape,dacoity,murder,weighted_crime_score,safety_index,hour_of_day,is_night,is_weekend,speed,route_deviation,severity
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6575,6,0,0,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,6,0,1,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,6,0,0,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,6,0,0,80,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,10,0,0,20,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,10,0,0,20,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,10,0,0,20,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,10,0,0,20,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,10,0,0,20,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,10,0,1,20,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,10,0,0,40,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,10,0,0,40,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,10,0,0,40,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,10,0,1,40,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,10,0,0,40,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,10,0,0,40,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8675,10,0,1,60,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7808,10,0,0,60,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.694,10,0,0,60,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7374,10,0,0,60,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6637,10,0,1,60,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5899,10,0,0,60,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,10,0,1,80,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7397,10,0,0,80,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6575,10,0,1,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,10,0,1,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,10,0,1,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,10,0,0,80,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,14,0,1,20,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,14,0,0,20,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,14,0,0,20,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,14,0,0,20,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,14,0,1,20,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,14,0,1,20,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,14,0,1,40,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,14,0,0,40,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,14,0,0,40,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,14,0,1,40,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,14,0,0,40,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,14,0,0,40,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8675,14,0,0,60,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7808,14,0,0,60,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.694,14,0,0,60,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7374,14,0,0,60,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6637,14,0,0,60,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5899,14,0,0,60,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,14,0,1,80,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7397,14,0,0,80,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6575,14,0,0,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,14,0,0,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,14,0,0,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,14,0,1,80,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,18,0,1,20,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,18,0,0,20,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,18,0,0,20,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,18,0,1,20,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,18,0,1,20,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,18,0,0,20,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.9132,18,0,0,40,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,18,0,0,40,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7306,18,0,1,40,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,18,0,0,40,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,18,0,1,40,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,18,0,0,40,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8675,18,0,0,60,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7808,18,0,0,60,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.694,18,0,0,60,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7374,18,0,0,60,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6637,18,0,0,60,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5899,18,0,0,60,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.8219,18,0,1,80,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7397,18,0,0,80,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6575,18,0,0,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,18,0,1,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,18,0,1,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,18,0,1,80,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,22,1,1,20,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,22,1,0,20,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,22,1,0,20,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6598,22,1,1,20,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,22,1,0,20,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5278,22,1,0,20,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,22,1,1,40,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,22,1,0,40,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,22,1,0,40,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6598,22,1,0,40,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,22,1,0,40,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5278,22,1,0,40,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7374,22,1,0,60,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6637,22,1,1,60,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5899,22,1,0,60,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6268,22,1,0,60,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5641,22,1,1,60,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5014,22,1,1,60,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,22,1,1,80,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,22,1,1,80,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,22,1,0,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,22,1,0,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5344,22,1,0,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.475,22,1,0,80,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,2,1,0,20,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,2,1,0,20,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,2,1,1,20,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6598,2,1,0,20,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,2,1,0,20,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5278,2,1,0,20,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7762,2,1,0,40,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,2,1,0,40,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.621,2,1,1,40,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6598,2,1,0,40,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,2,1,0,40,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5278,2,1,0,40,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.7374,2,1,1,60,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6637,2,1,0,60,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5899,2,1,0,60,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6268,2,1,0,60,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5641,2,1,0,60,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5014,2,1,1,60,1,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6986,2,1,1,80,0,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.6287,2,1,0,80,0,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5589,2,1,1,80,0,high
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5938,2,1,1,80,1,low
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.5344,2,1,1,80,1,medium
Ramanagara,12.7167,77.2833,600,500.0,42.0,205.0,0,116.0,10.0,13.0,40.0,915.45,0.475,2,1,1,80,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,6,0,0,20,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,6,0,0,20,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,6,0,0,20,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,6,0,1,20,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,6,0,0,20,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,6,0,1,20,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,6,0,1,40,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,6,0,0,40,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,6,0,1,40,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,6,0,0,40,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,6,0,0,40,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,6,0,1,40,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.777,6,0,0,60,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6993,6,0,1,60,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6216,6,0,1,60,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6605,6,0,0,60,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5944,6,0,0,60,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5284,6,0,0,60,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,6,0,0,80,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6625,6,0,1,80,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5889,6,0,0,80,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,6,0,0,80,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5631,6,0,0,80,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5006,6,0,0,80,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,10,0,1,20,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,10,0,0,20,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,10,0,1,20,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,10,0,0,20,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,10,0,1,20,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,10,0,0,20,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,10,0,0,40,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,10,0,1,40,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,10,0,0,40,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,10,0,1,40,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,10,0,0,40,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,10,0,0,40,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.777,10,0,0,60,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6993,10,0,1,60,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6216,10,0,0,60,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6605,10,0,0,60,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5944,10,0,0,60,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5284,10,0,0,60,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,10,0,0,80,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6625,10,0,1,80,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5889,10,0,1,80,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,10,0,1,80,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5631,10,0,1,80,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5006,10,0,0,80,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,14,0,1,20,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,14,0,0,20,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,14,0,0,20,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,14,0,0,20,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,14,0,0,20,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,14,0,1,20,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.8179,14,0,0,40,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,14,0,0,40,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6543,14,0,0,40,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6952,14,0,1,40,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,14,0,0,40,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5562,14,0,0,40,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.777,14,0,0,60,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6993,14,0,1,60,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6216,14,0,0,60,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6605,14,0,0,60,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5944,14,0,0,60,1,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5284,14,0,0,60,1,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.7361,14,0,0,80,0,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6625,14,0,0,80,0,medium
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5889,14,0,1,80,0,high
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.6257,14,0,0,80,1,low
Tumakuru,13.3409,77.1172,1200,738.0,87.0,323.0,0,174.0,33.0,14.0,52.0,1384.6,0.5631,14,0,0,80,1,medium
