ride_id,user_id,city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_time,duration_minutes,distance_km,speed_kmh,incident_reported,route_deviation,safety_score,time_of_day,timestamp
553,53,Lucknow,26.8966,81.0214,26.8591,80.9748,14:43,67,14.66,13.13,No,No,0.85,day,2025-03-02T14:00:00
554,54,Lucknow,26.8326,80.935,26.9359,80.8763,02:26,17,11.19,39.49,No,No,0.5,night,2025-03-02T02:00:00
555,55,Lucknow,26.7853,80.9659,26.8124,80.9008,14:34,21,21.51,61.46,No,No,0.77,day,2025-03-03T14:00:00
556,56,Lucknow,26.9009,80.9023,26.7617,80.886,19:49,73,9.27,7.62,No,No,0.68,day,2025-03-03T19:00:00
557,57,Lucknow,26.8591,80.9802,26.9117,80.9663,06:22,45,1.23,1.64,No,Yes,0.59,night,2025-03-03T06:00:00
558,58,Lucknow,26.9399,80.8601,26.7857,81.046,08:45,62,22.71,21.98,No,No,0.69,day,2025-03-03T08:00:00
559,59,Lucknow,26.7677,80.8566,26.8937,80.9231,16:53,43,12.61,17.6,No,No,0.75,day,2025-03-03T16:00:00
560,60,Lucknow,26.9212,80.9787,26.8521,80.9268,20:13,18,10.25,34.17,No,No,0.66,day,2025-03-03T20:00:00
561,61,Lucknow,26.8747,80.9451,26.8463,81.0396,08:02,66,3.93,3.57,No,No,0.69,day,2025-03-03T08:00:00
562,62,Lucknow,26.836,80.8708,26.9186,80.9456,06:37,50,14.24,17.09,Yes,No,0.7,night,2025-03-03T06:00:00
563,63,Kolkata,22.5594,88.2817,22.6219,88.3492,21:54,17,20.21,71.33,No,No,0.88,day,2025-03-04T21:00:00
564,64,Kolkata,22.6183,88.2999,22.4964,88.3157,08:08,76,6.06,4.78,No,No,0.67,day,2025-03-04T08:00:00
565,65,Kolkata,22.5667,88.4145,22.4834,88.404,01:28,20,9.95,29.85,No,No,0.59,night,2025-03-04T01:00:00
566,66,Kolkata,22.5036,88.4361,22.6376,88.398,16:21,9,14.44,96.27,No,No,0.89,day,2025-03-04T16:00:00
567,67,Kolkata,22.5261,88.2859,22.5687,88.3587,03:54,36,3.32,5.53,No,No,0.69,night,2025-03-04T03:00:00
568,68,Kolkata,22.5103,88.2802,22.4897,88.3025,14:11,5,4.04,48.48,No,Yes,0.94,day,2025-03-04T14:00:00
569,69,Kolkata,22.5545,88.4351,22.4977,88.4461,16:32,36,22.24,37.07,No,No,0.95,day,2025-03-04T16:00:00
570,70,Kolkata,22.5654,88.4638,22.4791,88.4575,15:14,55,24.26,26.47,No,No,0.82,day,2025-03-04T15:00:00
571,71,Kolkata,22.5069,88.3857,22.6112,88.4055,05:51,10,24.62,147.72,No,No,0.6,night,2025-03-04T05:00:00
572,72,Kolkata,22.6554,88.4084,22.4962,88.333,18:10,58,11.39,11.78,No,No,0.79,day,2025-03-04T18:00:00
573,73,Delhi,28.5776,77.1996,28.5694,77.1635,13:04,61,6.72,6.61,No,No,0.91,day,2025-03-05T13:00:00
574,74,Delhi,28.5117,77.1597,28.5049,77.2089,19:58,46,2.7,3.52,No,No,0.72,day,2025-03-05T19:00:00
575,75,Delhi,28.5073,77.1733,28.5138,77.1946,01:40,12,7.43,37.15,No,No,0.53,night,2025-03-05T01:00:00
576,76,Delhi,28.5347,77.2817,28.4508,77.1356,19:41,13,6.96,32.12,No,No,0.93,day,2025-03-05T19:00:00
577,77,Delhi,28.49,77.2885,28.4278,77.1878,19:07,60,21.73,21.73,No,No,0.71,day,2025-03-05T19:00:00
578,78,Delhi,28.5366,77.13,28.5095,77.1776,01:25,76,8.73,6.89,No,No,0.46,night,2025-03-05T01:00:00
579,79,Delhi,28.4479,77.2882,28.5371,77.2936,05:38,8,4.49,33.68,Yes,No,0.73,night,2025-03-05T05:00:00
580,80,Delhi,28.4946,77.2643,28.5066,77.1222,04:35,9,10.67,71.13,No,No,0.53,night,2025-03-05T04:00:00
581,81,Delhi,28.5895,77.1272,28.6216,77.1763,02:11,64,19.19,17.99,No,No,0.7,night,2025-03-06T02:00:00
582,82,Delhi,28.437,77.1625,28.4283,77.1721,20:26,59,7.01,7.13,No,No,0.91,day,2025-03-06T20:00:00
583,83,Delhi,28.4665,77.1838,28.592,77.1349,07:35,37,23.75,38.51,No,No,0.92,day,2025-03-06T07:00:00
584,84,Delhi,28.5573,77.1237,28.4844,77.1872,06:48,36,17.25,28.75,Yes,No,0.56,night,2025-03-06T06:00:00
585,85,Delhi,28.4471,77.147,28.59,77.2196,15:54,61,17.55,17.26,No,No,0.66,day,2025-03-06T15:00:00
586,86,Delhi,28.5269,77.1082,28.6221,77.1192,07:21,30,7.48,14.96,No,No,0.9,day,2025-03-06T07:00:00
587,87,Delhi,28.4344,77.1208,28.4372,77.2001,07:24,6,22.63,226.3,No,No,0.85,day,2025-03-06T07:00:00
588,88,Delhi,28.5442,77.1186,28.5341,77.1872,07:14,41,1.04,1.52,No,No,0.7,day,2025-03-06T07:00:00
589,89,Jaipur,26.8348,75.7402,26.8812,75.7948,13:44,81,24.58,18.21,No,No,0.89,day,2025-03-07T13:00:00
590,90,Jaipur,26.8552,75.8374,26.8922,75.8537,17:46,68,8.89,7.84,No,No,0.8,day,2025-03-07T17:00:00
591,91,Jaipur,26.9048,75.7945,26.8962,75.7901,04:27,43,7.12,9.93,Yes,No,0.46,night,2025-03-07T04:00:00
592,92,Jaipur,26.9241,75.6955,26.9305,75.7672,00:26,49,20.75,25.41,No,No,0.58,night,2025-03-07T00:00:00
593,93,Jaipur,26.8136,75.7036,26.8583,75.7204,08:45,86,7.73,5.39,No,No,0.8,day,2025-03-07T08:00:00
594,94,Jaipur,26.8427,75.8276,26.9599,75.7864,22:06,20,10.46,31.38,No,No,0.56,night,2025-03-07T22:00:00
595,95,Jaipur,26.8238,75.7826,27.0056,75.8283,04:59,41,18.38,26.9,No,No,0.59,night,2025-03-07T04:00:00
596,96,Jaipur,26.8343,75.7831,26.9153,75.7731,01:16,50,12.3,14.76,No,No,0.6,night,2025-03-07T01:00:00
597,97,Bengaluru,12.994,77.5562,12.9183,77.6421,09:02,30,23.65,47.3,No,No,0.75,day,2025-03-08T09:00:00
598,98,Bengaluru,12.8867,77.6858,13.0091,77.6218,21:53,64,1.46,1.37,No,No,0.9,day,2025-03-08T21:00:00
599,99,Bengaluru,12.9895,77.6282,12.9822,77.6189,10:37,76,6.75,5.33,No,No,0.78,day,2025-03-08T10:00:00
600,100,Bengaluru,13.0018,77.6011,12.9952,77.6392,14:42,43,17.18,23.97,No,No,0.66,day,2025-03-08T14:00:00
601,101,Bengaluru,12.9765,77.6056,13.0355,77.61,13:43,73,7.5,6.16,No,No,0.85,day,2025-03-08T13:00:00
602,102,Bengaluru,13.0492,77.6882,12.9609,77.5808,07:21,35,16.34,28.01,No,No,0.86,day,2025-03-08T07:00:00
603,103,Bengaluru,13.0099,77.6556,13.0652,77.6668,07:55,42,11.98,17.11,No,No,0.93,day,2025-03-08T07:00:00
604,104,Bengaluru,13.0468,77.6346,12.9208,77.6617,18:27,68,6.77,5.97,No,No,0.74,day,2025-03-08T18:00:00
605,105,Jaipur,26.9185,75.7611,26.8959,75.8074,17:35,16,16.74,62.77,No,No,0.93,day,2025-03-09T17:00:00
606,106,Jaipur,26.883,75.8508,26.9982,75.7493,15:45,59,9.62,9.78,No,No,0.88,day,2025-03-09T15:00:00
607,107,Jaipur,26.9914,75.7923,26.8879,75.7687,15:11,47,4.73,6.04,No,No,0.71,day,2025-03-09T15:00:00
608,108,Jaipur,27.0117,75.7221,26.973,75.8604,19:51,6,9.77,97.7,No,No,0.72,day,2025-03-09T19:00:00
609,109,Jaipur,26.8829,75.7346,26.9113,75.8,20:12,78,1.89,1.45,No,No,0.77,day,2025-03-09T20:00:00
610,110,Jaipur,26.8215,75.7822,26.9406,75.7074,23:43,69,7.18,6.24,No,No,0.6,night,2025-03-09T23:00:00
611,111,Jaipur,26.9208,75.8499,26.9522,75.7601,20:44,65,19.26,17.78,No,No,0.81,day,2025-03-09T20:00:00
612,112,Jaipur,26.9953,75.8825,26.8974,75.7367,19:46,9,5.85,39.0,No,No,0.77,day,2025-03-09T19:00:00
613,113,Jaipur,26.9273,75.7095,26.8901,75.6984,16:25,27,20.0,44.44,No,No,0.77,day,2025-03-09T16:00:00
614,114,Kolkata,22.483,88.4587,22.5797,88.374,23:56,44,4.76,6.49,No,No,0.51,night,2025-03-10T23:00:00
615,115,Kolkata,22.5822,88.3172,22.6489,88.3584,23:15,19,17.1,54.0,Yes,No,0.64,night,2025-03-10T23:00:00
616,116,Kolkata,22.6164,88.3096,22.554,88.3082,04:43,16,15.15,56.81,No,No,0.63,night,2025-03-10T04:00:00
617,117,Kolkata,22.4805,88.4174,22.4961,88.2816,16:25,59,8.31,8.45,No,No,0.84,day,2025-03-10T16:00:00
618,118,Kolkata,22.5702,88.41,22.6042,88.3874,09:14,43,10.62,14.82,No,No,0.66,day,2025-03-10T09:00:00
619,119,Kolkata,22.6648,88.2656,22.6486,88.3452,08:31,59,6.66,6.77,No,No,0.82,day,2025-03-10T08:00:00
620,120,Kolkata,22.5947,88.3019,22.5211,88.385,09:10,75,20.22,16.18,No,No,0.66,day,2025-03-10T09:00:00
621,121,Kolkata,22.6046,88.3209,22.6243,88.3676,22:56,5,8.52,102.24,No,No,0.72,night,2025-03-10T22:00:00
622,122,Kolkata,22.5949,88.3487,22.5835,88.2862,21:35,52,10.75,12.4,No,No,0.71,day,2025-03-10T21:00:00
623,123,Jaipur,26.8525,75.7007,26.9191,75.8708,04:24,27,23.24,51.64,No,No,0.46,night,2025-03-11T04:00:00
624,124,Jaipur,26.8574,75.7401,26.9771,75.8348,23:55,58,10.5,10.86,No,No,0.46,night,2025-03-11T23:00:00
625,125,Jaipur,26.9909,75.7927,26.9276,75.7918,01:55,35,16.64,28.53,No,No,0.65,night,2025-03-11T01:00:00
626,126,Jaipur,26.8502,75.8377,26.9086,75.7415,15:25,47,18.79,23.99,No,No,0.67,day,2025-03-11T15:00:00
627,127,Jaipur,26.9038,75.8841,26.8594,75.7207,12:05,69,24.66,21.44,No,No,0.66,day,2025-03-11T12:00:00
628,128,Jaipur,26.8738,75.7729,27.0,75.849,18:51,45,11.61,15.48,No,No,0.88,day,2025-03-11T18:00:00
629,129,Jaipur,26.9062,75.7972,26.967,75.8807,18:14,23,15.16,39.55,No,No,0.66,day,2025-03-11T18:00:00
630,130,Jaipur,26.8954,75.7466,26.8369,75.8364,20:19,22,10.08,27.49,No,No,0.83,day,2025-03-11T20:00:00
631,131,Pune,18.5749,73.9019,18.508,73.8265,22:18,52,24.48,28.25,No,No,0.71,night,2025-03-12T22:00:00
632,132,Pune,18.6184,73.9465,18.5261,73.7967,07:27,62,22.29,21.57,No,No,0.68,day,2025-03-12T07:00:00
633,133,Pune,18.5121,73.8373,18.4726,73.9203,06:56,42,7.81,11.16,No,No,0.63,night,2025-03-12T06:00:00
634,134,Pune,18.5643,73.909,18.6048,73.8962,11:52,63,11.21,10.68,No,No,0.8,day,2025-03-12T11:00:00
635,135,Pune,18.4611,73.7993,18.4898,73.8939,22:42,41,8.99,13.16,No,No,0.6,night,2025-03-12T22:00:00
636,136,Pune,18.5522,73.9266,18.4381,73.8521,22:43,68,21.04,18.56,No,No,0.48,night,2025-03-12T22:00:00
637,137,Pune,18.4448,73.8256,18.5607,73.9013,20:59,49,21.74,26.62,No,No,0.84,day,2025-03-12T20:00:00
638,138,Pune,18.6189,73.789,18.5188,73.8574,19:29,16,21.81,81.79,No,No,0.9,day,2025-03-12T19:00:00
639,139,Jaipur,26.814,75.7769,26.8203,75.785,09:04,33,16.27,29.58,No,No,0.75,day,2025-03-13T09:00:00
640,140,Jaipur,26.9275,75.7332,26.8522,75.7954,04:58,23,9.95,25.96,Yes,No,0.51,night,2025-03-13T04:00:00
641,141,Jaipur,26.8898,75.7912,26.8588,75.8265,08:20,79,15.36,11.67,No,No,0.82,day,2025-03-13T08:00:00
642,142,Jaipur,27.0074,75.8011,26.9521,75.7617,03:55,36,3.62,6.03,No,No,0.54,night,2025-03-13T03:00:00
643,143,Jaipur,26.8299,75.803,26.8533,75.817,03:03,16,15.08,56.55,No,Yes,0.45,night,2025-03-13T03:00:00
644,144,Jaipur,26.843,75.861,26.961,75.7169,01:51,23,1.02,2.66,No,No,0.75,night,2025-03-13T01:00:00
645,145,Jaipur,26.8487,75.8122,27.0108,75.7317,06:37,52,14.25,16.44,No,No,0.72,night,2025-03-13T06:00:00
646,146,Jaipur,26.9892,75.8793,26.9484,75.8213,15:26,18,2.13,7.1,No,No,0.66,day,2025-03-13T15:00:00
647,147,Kolkata,22.6671,88.357,22.6226,88.3723,04:38,6,3.44,34.4,Yes,No,0.61,night,2025-03-14T04:00:00
648,148,Kolkata,22.475,88.3462,22.6618,88.4312,06:41,66,7.69,6.99,No,No,0.58,night,2025-03-14T06:00:00
649,149,Kolkata,22.6513,88.3045,22.5045,88.2997,18:38,61,9.02,8.87,No,No,0.91,day,2025-03-14T18:00:00
650,150,Kolkata,22.5698,88.3645,22.5922,88.292,07:21,35,19.47,33.38,No,No,0.65,day,2025-03-14T07:00:00
651,151,Kolkata,22.6476,88.3921,22.6413,88.2924,06:55,83,8.13,5.88,No,No,0.46,night,2025-03-14T06:00:00
652,152,Kolkata,22.5039,88.2647,22.5711,88.3415,07:03,10,1.28,7.68,No,No,0.87,day,2025-03-14T07:00:00
653,153,Kolkata,22.5767,88.2757,22.5458,88.4318,10:27,18,4.48,14.93,No,No,0.77,day,2025-03-14T10:00:00
654,154,Kolkata,22.6292,88.4627,22.6723,88.2833,07:56,33,19.52,35.49,No,No,0.86,day,2025-03-14T07:00:00
655,155,Kolkata,22.5468,88.4416,22.6372,88.4305,16:20,23,2.13,5.56,No,No,0.72,day,2025-03-14T16:00:00
656,156,Ahmedabad,23.015,72.5285,23.0287,72.5833,16:03,47,21.56,27.52,No,No,0.66,day,2025-03-15T16:00:00
657,157,Ahmedabad,23.0536,72.5807,23.1016,72.6042,09:56,84,21.41,15.29,No,No,0.86,day,2025-03-15T09:00:00
658,158,Ahmedabad,23.0457,72.5595,23.0689,72.6138,08:57,43,13.23,18.46,No,Yes,0.92,day,2025-03-15T08:00:00
659,159,Ahmedabad,22.9662,72.6692,23.0448,72.6063,01:31,84,8.24,5.89,No,No,0.61,night,2025-03-15T01:00:00
660,160,Ahmedabad,23.0471,72.5288,23.0559,72.5062,17:09,57,14.7,15.47,No,No,0.72,day,2025-03-15T17:00:00
661,161,Ahmedabad,23.0359,72.5998,22.9846,72.4851,10:58,23,6.7,17.48,No,No,0.68,day,2025-03-15T10:00:00
662,162,Ahmedabad,23.0433,72.5536,23.005,72.6023,16:51,47,6.7,8.55,No,No,0.91,day,2025-03-15T16:00:00
663,163,Ahmedabad,22.9907,72.4938,23.0506,72.6277,14:02,41,5.64,8.25,No,Yes,0.67,day,2025-03-15T14:00:00
664,164,Ahmedabad,23.0517,72.6082,23.0511,72.6362,21:32,20,22.37,67.11,No,No,0.9,day,2025-03-15T21:00:00
665,165,Mumbai,19.0078,72.8137,19.1269,72.9722,16:36,6,2.86,28.6,No,No,0.68,day,2025-03-16T16:00:00
666,166,Mumbai,19.1387,72.9747,19.0246,72.9154,18:17,59,10.84,11.02,No,No,0.66,day,2025-03-16T18:00:00
667,167,Mumbai,19.0522,72.8429,19.0358,72.7964,20:52,52,9.96,11.49,No,No,0.66,day,2025-03-16T20:00:00
668,168,Mumbai,19.0143,72.7917,19.0211,72.8036,23:32,38,10.97,17.32,No,No,0.66,night,2025-03-16T23:00:00
669,169,Mumbai,18.9891,72.8979,19.1143,72.8181,02:07,89,11.99,8.08,Yes,No,0.63,night,2025-03-16T02:00:00
670,170,Mumbai,19.1258,72.8015,19.1403,72.8915,21:03,27,16.2,36.0,No,No,0.75,day,2025-03-16T21:00:00
671,171,Mumbai,19.1639,72.8223,18.9881,72.9323,03:09,35,20.96,35.93,No,Yes,0.51,night,2025-03-16T03:00:00
672,172,Mumbai,19.0205,72.7871,19.0964,72.9548,19:36,37,12.37,20.06,No,Yes,0.68,day,2025-03-16T19:00:00
673,173,Mumbai,19.0519,72.8786,19.0776,72.8473,22:36,23,17.28,45.08,No,No,0.45,night,2025-03-16T22:00:00
674,174,Mumbai,19.0204,72.7878,19.023,72.9056,23:23,86,4.11,2.87,Yes,No,0.57,night,2025-03-16T23:00:00
675,175,Ahmedabad,23.1115,72.5559,23.105,72.6657,05:32,61,13.69,13.47,No,Yes,0.56,night,2025-03-17T05:00:00
676,176,Ahmedabad,23.082,72.5316,22.9983,72.4886,09:24,7,7.94,68.06,No,No,0.68,day,2025-03-17T09:00:00
677,177,Ahmedabad,22.9368,72.515,23.0221,72.6176,18:50,25,0.61,1.46,No,No,0.68,day,2025-03-17T18:00:00
678,178,Ahmedabad,23.1088,72.4755,23.0029,72.5065,19:56,67,16.52,14.79,Yes,No,0.84,day,2025-03-17T19:00:00
679,179,Ahmedabad,22.9693,72.5668,23.0692,72.5223,10:19,81,11.59,8.59,No,No,0.71,day,2025-03-17T10:00:00
680,180,Ahmedabad,22.9536,72.6634,23.0626,72.5223,01:12,77,14.98,11.67,No,No,0.62,night,2025-03-17T01:00:00
681,181,Ahmedabad,23.0712,72.5221,22.9749,72.5874,01:51,69,24.23,21.07,No,No,0.65,night,2025-03-17T01:00:00
682,182,Ahmedabad,23.0086,72.6409,23.0352,72.5763,14:23,39,6.63,10.2,No,No,0.93,day,2025-03-17T14:00:00
683,183,Ahmedabad,22.9308,72.6513,22.9369,72.5773,11:23,38,9.8,15.47,No,No,0.9,day,2025-03-17T11:00:00
684,184,Hyderabad,17.2967,78.4675,17.4467,78.5731,22:47,73,17.45,14.34,No,No,0.65,night,2025-03-18T22:00:00
685,185,Hyderabad,17.424,78.5632,17.443,78.4122,17:31,58,14.65,15.16,No,No,0.94,day,2025-03-18T17:00:00
686,186,Hyderabad,17.4035,78.4311,17.4575,78.3955,15:14,8,19.48,146.1,No,No,0.85,day,2025-03-18T15:00:00
687,187,Hyderabad,17.394,78.4521,17.3803,78.3999,23:34,59,17.22,17.51,No,No,0.45,night,2025-03-18T23:00:00
688,188,Hyderabad,17.389,78.5576,17.3153,78.4654,12:00,88,13.68,9.33,No,No,0.92,day,2025-03-18T12:00:00
689,189,Hyderabad,17.3508,78.4295,17.4046,78.4302,14:08,21,0.84,2.4,No,No,0.76,day,2025-03-18T14:00:00
690,190,Hyderabad,17.3274,78.4393,17.4533,78.5656,00:27,26,11.36,26.22,No,No,0.64,night,2025-03-18T00:00:00
691,191,Hyderabad,17.3223,78.5359,17.3401,78.443,05:43,10,16.95,101.7,Yes,Yes,0.45,night,2025-03-18T05:00:00
692,192,Hyderabad,17.3041,78.508,17.38,78.4599,15:35,15,1.16,4.64,No,No,0.75,day,2025-03-18T15:00:00
693,193,Mumbai,19.1213,72.9152,19.0914,72.9186,17:46,69,5.64,4.9,No,No,0.82,day,2025-03-19T17:00:00
694,194,Mumbai,19.0618,72.8286,19.0532,72.9101,15:32,5,11.99,143.88,No,No,0.7,day,2025-03-19T15:00:00
695,195,Mumbai,19.1417,72.7937,19.0845,72.9084,06:03,14,19.65,84.21,No,No,0.56,night,2025-03-19T06:00:00
696,196,Mumbai,19.0951,72.9127,19.1689,72.8103,06:05,48,9.62,12.02,No,No,0.69,night,2025-03-19T06:00:00
697,197,Mumbai,19.0061,72.8112,19.1511,72.9693,07:22,70,1.35,1.16,No,No,0.85,day,2025-03-19T07:00:00
698,198,Mumbai,19.1266,72.9547,19.1593,72.7974,23:30,58,4.04,4.18,No,No,0.49,night,2025-03-19T23:00:00
699,199,Mumbai,19.106,72.9531,19.0822,72.7929,02:55,22,15.98,43.58,Yes,No,0.57,night,2025-03-19T02:00:00
700,200,Mumbai,19.062,72.9749,19.1446,72.816,14:11,6,18.74,187.4,No,Yes,0.75,day,2025-03-19T14:00:00
701,201,Mumbai,19.1055,72.8896,19.0111,72.9126,02:53,41,15.53,22.73,No,No,0.58,night,2025-03-19T02:00:00
702,202,Mumbai,19.1432,72.9097,19.0686,72.96,08:31,55,13.34,14.55,No,No,0.84,day,2025-03-19T08:00:00
703,203,Mumbai,19.1555,72.8179,19.1673,72.9739,17:50,32,11.81,22.14,No,No,0.71,day,2025-03-20T17:00:00
704,204,Mumbai,19.0821,72.9496,18.9763,72.8311,01:48,25,13.65,32.76,No,No,0.56,night,2025-03-20T01:00:00
705,205,Mumbai,19.0442,72.7845,19.1452,72.9639,14:39,85,24.22,17.1,No,No,0.7,day,2025-03-20T14:00:00
706,206,Mumbai,19.0124,72.9688,19.1104,72.8719,13:49,80,23.25,17.44,No,No,0.81,day,2025-03-20T13:00:00
707,207,Mumbai,19.0059,72.8149,19.0169,72.9419,17:34,44,5.99,8.17,No,No,0.93,day,2025-03-20T17:00:00
708,208,Mumbai,18.992,72.8801,19.1035,72.8916,05:13,51,13.28,15.62,No,No,0.69,night,2025-03-20T05:00:00
709,209,Mumbai,19.0765,72.8352,19.174,72.8261,19:25,9,19.68,131.2,No,No,0.8,day,2025-03-20T19:00:00
710,210,Mumbai,19.0784,72.976,19.0175,72.956,11:33,87,15.46,10.66,No,No,0.94,day,2025-03-20T11:00:00
711,211,Bengaluru,12.9729,77.6794,12.9908,77.6565,09:38,38,21.66,34.2,No,No,0.7,day,2025-03-21T09:00:00
712,212,Bengaluru,13.0049,77.6604,12.9759,77.5956,22:39,20,22.86,68.58,No,No,0.61,night,2025-03-21T22:00:00
713,213,Bengaluru,12.9998,77.6238,12.942,77.6433,20:08,61,9.07,8.92,No,No,0.68,day,2025-03-21T20:00:00
714,214,Bengaluru,12.9933,77.6762,13.0386,77.6205,05:54,26,8.9,20.54,No,No,0.48,night,2025-03-21T05:00:00
715,215,Bengaluru,12.883,77.5692,12.9496,77.5321,16:30,12,18.29,91.45,No,No,0.76,day,2025-03-21T16:00:00
716,216,Bengaluru,12.9796,77.6536,12.9575,77.5718,02:43,64,10.99,10.3,No,No,0.51,night,2025-03-21T02:00:00
717,217,Bengaluru,12.9957,77.5565,12.8834,77.661,11:12,87,5.66,3.9,No,Yes,0.67,day,2025-03-21T11:00:00
718,218,Bengaluru,13.0475,77.6091,12.9773,77.5456,06:27,31,24.48,47.38,No,Yes,0.46,night,2025-03-21T06:00:00
719,219,Ahmedabad,23.0357,72.6317,23.0819,72.6379,19:31,66,15.91,14.46,No,No,0.66,day,2025-03-22T19:00:00
720,220,Ahmedabad,23.0429,72.5462,22.9833,72.6253,13:17,47,1.44,1.84,No,No,0.91,day,2025-03-22T13:00:00
721,221,Ahmedabad,23.0375,72.6098,22.9365,72.5537,07:37,33,9.06,16.47,No,No,0.67,day,2025-03-22T07:00:00
722,222,Ahmedabad,23.0233,72.568,23.0194,72.6619,08:02,10,23.92,143.52,No,Yes,0.75,day,2025-03-22T08:00:00
723,223,Ahmedabad,23.0641,72.5623,23.1087,72.5131,22:16,11,22.47,122.56,No,No,0.55,night,2025-03-22T22:00:00
724,224,Ahmedabad,23.0243,72.6231,22.9751,72.5498,22:23,67,3.99,3.57,No,No,0.58,night,2025-03-22T22:00:00
725,225,Ahmedabad,22.9346,72.5438,22.9786,72.511,08:07,17,5.91,20.86,No,No,0.91,day,2025-03-22T08:00:00
726,226,Ahmedabad,22.9342,72.57,23.0517,72.5193,20:18,87,2.97,2.05,No,No,0.85,day,2025-03-22T20:00:00
727,227,Ahmedabad,22.9481,72.6261,23.0498,72.5787,22:21,48,20.27,25.34,No,No,0.51,night,2025-03-22T22:00:00
728,228,Delhi,28.5623,77.2485,28.5971,77.2472,23:27,70,20.04,17.18,No,No,0.47,night,2025-03-23T23:00:00
729,229,Delhi,28.4659,77.2603,28.4759,77.1881,00:59,70,17.89,15.33,No,No,0.5,night,2025-03-23T00:00:00
730,230,Delhi,28.5039,77.2985,28.5075,77.1262,14:35,28,13.39,28.69,No,No,0.92,day,2025-03-23T14:00:00
731,231,Delhi,28.6087,77.2844,28.5486,77.2971,19:33,70,24.09,20.65,No,No,0.77,day,2025-03-23T19:00:00
732,232,Delhi,28.4922,77.2868,28.4373,77.2408,01:59,32,12.47,23.38,Yes,No,0.66,night,2025-03-23T01:00:00
733,233,Delhi,28.6237,77.1917,28.6115,77.1227,01:42,54,17.56,19.51,No,No,0.49,night,2025-03-23T01:00:00
734,234,Delhi,28.4512,77.1113,28.4677,77.1101,14:29,35,11.73,20.11,No,No,0.85,day,2025-03-23T14:00:00
735,235,Delhi,28.476,77.1969,28.5521,77.1282,00:18,35,8.63,14.79,No,No,0.58,night,2025-03-23T00:00:00
736,236,Delhi,28.5758,77.2253,28.5706,77.1789,10:42,41,19.5,28.54,No,No,0.66,day,2025-03-23T10:00:00
737,237,Bengaluru,12.8908,77.6639,12.8865,77.592,03:12,38,13.52,21.35,No,No,0.59,night,2025-03-24T03:00:00
738,238,Bengaluru,12.9033,77.5003,12.8794,77.5659,01:12,63,7.4,7.05,No,No,0.66,night,2025-03-24T01:00:00
739,239,Bengaluru,12.9994,77.6564,12.9402,77.6583,03:04,65,7.99,7.38,No,No,0.72,night,2025-03-24T03:00:00
740,240,Bengaluru,12.8808,77.6227,13.0394,77.5542,14:50,15,19.59,78.36,No,No,0.8,day,2025-03-24T14:00:00
741,241,Bengaluru,13.002,77.5592,13.0053,77.6353,14:11,74,10.81,8.76,No,No,0.86,day,2025-03-24T14:00:00
742,242,Bengaluru,12.8846,77.5955,12.9513,77.6805,07:18,7,4.38,37.54,No,Yes,0.91,day,2025-03-24T07:00:00
743,243,Bengaluru,13.0195,77.5859,13.0691,77.6681,18:56,42,14.38,20.54,No,No,0.84,day,2025-03-24T18:00:00
744,244,Bengaluru,12.9157,77.5175,12.9746,77.6638,05:56,68,14.17,12.5,No,No,0.53,night,2025-03-24T05:00:00
745,245,Bengaluru,12.9293,77.6892,12.9827,77.5856,19:38,61,23.89,23.5,No,No,0.71,day,2025-03-24T19:00:00
746,246,Bengaluru,12.8732,77.681,13.0004,77.6592,02:57,57,24.51,25.8,No,No,0.57,night,2025-03-25T02:00:00
747,247,Bengaluru,12.8776,77.5115,12.9148,77.5111,01:41,46,22.06,28.77,No,No,0.75,night,2025-03-25T01:00:00
748,248,Bengaluru,13.0157,77.6397,12.9991,77.6515,20:20,83,16.03,11.59,No,No,0.89,day,2025-03-25T20:00:00
749,249,Bengaluru,12.9816,77.6521,12.9143,77.6216,22:48,29,5.49,11.36,No,No,0.62,night,2025-03-25T22:00:00
750,250,Bengaluru,12.9481,77.6015,13.0326,77.536,07:14,85,6.85,4.84,No,No,0.92,day,2025-03-25T07:00:00
751,251,Bengaluru,12.88,77.5897,12.9367,77.5266,18:40,12,20.6,103.0,No,No,0.73,day,2025-03-25T18:00:00
752,252,Bengaluru,13.0265,77.6561,13.0168,77.57,15:38,69,0.87,0.76,No,No,0.83,day,2025-03-25T15:00:00
753,253,Bengaluru,12.9959,77.655,12.9292,77.6005,03:51,9,15.08,100.53,No,No,0.69,night,2025-03-25T03:00:00
754,254,Bengaluru,12.9818,77.526,12.981,77.6477,05:33,70,23.03,19.74,No,No,0.51,night,2025-03-25T05:00:00
755,255,Bengaluru,13.0078,77.5312,12.9416,77.6101,06:59,63,1.57,1.5,No,No,0.66,night,2025-03-25T06:00:00
756,256,Delhi,28.5558,77.1199,28.4836,77.1297,20:53,85,1.44,1.02,No,Yes,0.71,day,2025-03-26T20:00:00
757,257,Delhi,28.5414,77.2789,28.4484,77.3035,05:50,31,24.81,48.02,No,No,0.56,night,2025-03-26T05:00:00
758,258,Delhi,28.5291,77.2427,28.4836,77.2546,14:49,6,10.97,109.7,Yes,No,0.73,day,2025-03-26T14:00:00
