traffic_id,city,date,hour,vehicle_count,congestion_level,average_speed_kmh,accident_count,weather_condition,timestamp
4546,Kolkata,2025-01-19,22,288,Low,65.23,0,Rainy,2025-01-19T22:00:00
4547,Hyderabad,2025-01-19,22,205,Low,55.49,0,Clear,2025-01-19T22:00:00
4548,Ahmedabad,2025-01-19,22,159,Low,64.19,1,Rainy,2025-01-19T22:00:00
4549,Pune,2025-01-19,22,106,Low,60.0,2,Rainy,2025-01-19T22:00:00
4550,Jaipur,2025-01-19,22,186,Medium,58.76,1,Rainy,2025-01-19T22:00:00
4551,Bengaluru,2025-01-19,23,299,Medium,56.81,1,Cloudy,2025-01-19T23:00:00
4552,Mumbai,2025-01-19,23,176,Low,64.47,2,Rainy,2025-01-19T23:00:00
4553,Delhi,2025-01-19,23,169,Low,60.33,0,Cloudy,2025-01-19T23:00:00
4554,Chennai,2025-01-19,23,288,Low,62.29,2,Cloudy,2025-01-19T23:00:00
4555,Lucknow,2025-01-19,23,179,Low,66.66,0,Rainy,2025-01-19T23:00:00
4556,Kolkata,2025-01-19,23,268,Medium,60.41,2,Clear,2025-01-19T23:00:00
4557,Hyderabad,2025-01-19,23,51,Low,68.08,2,Cloudy,2025-01-19T23:00:00
4558,Ahmedabad,2025-01-19,23,46,Low,65.59,1,Clear,2025-01-19T23:00:00
4559,Pune,2025-01-19,23,166,Medium,51.73,0,Cloudy,2025-01-19T23:00:00
4560,Jaipur,2025-01-19,23,52,Medium,60.99,2,Cloudy,2025-01-19T23:00:00
4561,Bengaluru,2025-01-20,0,225,Medium,65.27,1,Clear,2025-01-20T00:00:00
4562,Mumbai,2025-01-20,0,77,Low,54.54,0,Cloudy,2025-01-20T00:00:00
4563,Delhi,2025-01-20,0,146,Low,64.38,0,Cloudy,2025-01-20T00:00:00
4564,Chennai,2025-01-20,0,276,Low,56.51,0,Cloudy,2025-01-20T00:00:00
4565,Lucknow,2025-01-20,0,275,Low,55.69,1,Clear,2025-01-20T00:00:00
4566,Kolkata,2025-01-20,0,129,Low,62.07,2,Cloudy,2025-01-20T00:00:00
4567,Hyderabad,2025-01-20,0,57,Low,56.16,2,Rainy,2025-01-20T00:00:00
4568,Ahmedabad,2025-01-20,0,257,Low,63.49,0,Cloudy,2025-01-20T00:00:00
4569,Pune,2025-01-20,0,207,Low,69.23,1,Rainy,2025-01-20T00:00:00
4570,Jaipur,2025-01-20,0,165,Low,55.66,1,Rainy,2025-01-20T00:00:00
4571,Bengaluru,2025-01-20,1,223,Medium,57.39,0,Cloudy,2025-01-20T01:00:00
4572,Mumbai,2025-01-20,1,53,Low,54.68,1,Clear,2025-01-20T01:00:00
4573,Delhi,2025-01-20,1,150,Low,62.72,0,Cloudy,2025-01-20T01:00:00
4574,Chennai,2025-01-20,1,68,Low,62.13,0,Clear,2025-01-20T01:00:00
4575,Lucknow,2025-01-20,1,34,Low,60.76,0,Cloudy,2025-01-20T01:00:00
4576,Kolkata,2025-01-20,1,266,Low,53.32,2,Rainy,2025-01-20T01:00:00
4577,Hyderabad,2025-01-20,1,129,Low,52.82,1,Cloudy,2025-01-20T01:00:00
4578,Ahmedabad,2025-01-20,1,218,Low,69.59,1,Rainy,2025-01-20T01:00:00
4579,Pune,2025-01-20,1,87,Low,55.17,0,Rainy,2025-01-20T01:00:00
4580,Jaipur,2025-01-20,1,217,Low,59.76,1,Rainy,2025-01-20T01:00:00
4581,Bengaluru,2025-01-20,2,130,Low,64.71,1,Clear,2025-01-20T02:00:00
4582,Mumbai,2025-01-20,2,95,Low,60.5,2,Rainy,2025-01-20T02:00:00
4583,Delhi,2025-01-20,2,56,Medium,52.47,1,Cloudy,2025-01-20T02:00:00
4584,Chennai,2025-01-20,2,232,Low,60.07,0,Rainy,2025-01-20T02:00:00
4585,Lucknow,2025-01-20,2,40,Low,60.8,0,Cloudy,2025-01-20T02:00:00
4586,Kolkata,2025-01-20,2,139,Medium,61.1,2,Cloudy,2025-01-20T02:00:00
4587,Hyderabad,2025-01-20,2,58,Low,62.96,2,Cloudy,2025-01-20T02:00:00
4588,Ahmedabad,2025-01-20,2,185,Low,59.52,1,Cloudy,2025-01-20T02:00:00
4589,Pune,2025-01-20,2,250,Low,63.27,0,Cloudy,2025-01-20T02:00:00
4590,Jaipur,2025-01-20,2,271,Low,66.11,1,Rainy,2025-01-20T02:00:00
4591,Bengaluru,2025-01-20,3,148,Medium,52.76,1,Clear,2025-01-20T03:00:00
4592,Mumbai,2025-01-20,3,146,Low,62.96,0,Cloudy,2025-01-20T03:00:00
4593,Delhi,2025-01-20,3,76,Low,60.86,1,Cloudy,2025-01-20T03:00:00
4594,Chennai,2025-01-20,3,205,Low,52.36,1,Rainy,2025-01-20T03:00:00
4595,Lucknow,2025-01-20,3,274,Low,63.43,0,Cloudy,2025-01-20T03:00:00
4596,Kolkata,2025-01-20,3,100,Low,56.25,0,Cloudy,2025-01-20T03:00:00
4597,Hyderabad,2025-01-20,3,239,Low,62.41,1,Rainy,2025-01-20T03:00:00
4598,Ahmedabad,2025-01-20,3,268,Low,52.76,1,Rainy,2025-01-20T03:00:00
4599,Pune,2025-01-20,3,174,Low,63.88,1,Cloudy,2025-01-20T03:00:00
4600,Jaipur,2025-01-20,3,122,Medium,62.76,1,Clear,2025-01-20T03:00:00
4601,Bengaluru,2025-01-20,4,243,Medium,56.98,1,Cloudy,2025-01-20T04:00:00
4602,Mumbai,2025-01-20,4,134,Medium,52.44,2,Cloudy,2025-01-20T04:00:00
4603,Delhi,2025-01-20,4,180,Low,65.66,2,Cloudy,2025-01-20T04:00:00
4604,Chennai,2025-01-20,4,251,Low,56.23,2,Rainy,2025-01-20T04:00:00
4605,Lucknow,2025-01-20,4,152,Low,69.66,1,Clear,2025-01-20T04:00:00
4606,Kolkata,2025-01-20,4,96,Low,58.45,2,Cloudy,2025-01-20T04:00:00
4607,Hyderabad,2025-01-20,4,250,Low,68.93,0,Clear,2025-01-20T04:00:00
4608,Ahmedabad,2025-01-20,4,32,Low,63.95,0,Rainy,2025-01-20T04:00:00
4609,Pune,2025-01-20,4,228,Medium,56.64,0,Clear,2025-01-20T04:00:00
4610,Jaipur,2025-01-20,4,39,Low,61.39,1,Cloudy,2025-01-20T04:00:00
4611,Bengaluru,2025-01-20,5,75,Medium,64.68,1,Rainy,2025-01-20T05:00:00
4612,Mumbai,2025-01-20,5,84,Medium,51.1,1,Clear,2025-01-20T05:00:00
4613,Delhi,2025-01-20,5,277,Low,68.35,0,Cloudy,2025-01-20T05:00:00
4614,Chennai,2025-01-20,5,47,Low,67.1,1,Cloudy,2025-01-20T05:00:00
4615,Lucknow,2025-01-20,5,124,Low,51.89,2,Clear,2025-01-20T05:00:00
4616,Kolkata,2025-01-20,5,153,Low,56.72,2,Clear,2025-01-20T05:00:00
4617,Hyderabad,2025-01-20,5,290,Low,52.3,0,Clear,2025-01-20T05:00:00
4618,Ahmedabad,2025-01-20,5,217,Low,53.64,2,Cloudy,2025-01-20T05:00:00
4619,Pune,2025-01-20,5,37,Low,66.37,0,Rainy,2025-01-20T05:00:00
4620,Jaipur,2025-01-20,5,96,Low,53.48,0,Cloudy,2025-01-20T05:00:00
4621,Bengaluru,2025-01-20,6,163,Medium,45.31,1,Cloudy,2025-01-20T06:00:00
4622,Mumbai,2025-01-20,6,53,Medium,52.02,0,Rainy,2025-01-20T06:00:00
4623,Delhi,2025-01-20,6,272,Medium,36.8,1,Cloudy,2025-01-20T06:00:00
4624,Chennai,2025-01-20,6,289,Medium,41.07,0,Cloudy,2025-01-20T06:00:00
4625,Lucknow,2025-01-20,6,71,Medium,47.34,1,Cloudy,2025-01-20T06:00:00
4626,Kolkata,2025-01-20,6,234,Medium,40.79,0,Rainy,2025-01-20T06:00:00
4627,Hyderabad,2025-01-20,6,108,Medium,50.14,2,Rainy,2025-01-20T06:00:00
4628,Ahmedabad,2025-01-20,6,58,Medium,51.87,1,Rainy,2025-01-20T06:00:00
4629,Pune,2025-01-20,6,101,Medium,51.03,2,Rainy,2025-01-20T06:00:00
4630,Jaipur,2025-01-20,6,72,Medium,37.49,0,Rainy,2025-01-20T06:00:00
4631,Bengaluru,2025-01-20,7,169,Medium,28.26,0,Clear,2025-01-20T07:00:00
4632,Mumbai,2025-01-20,7,208,High,32.22,2,Cloudy,2025-01-20T07:00:00
4633,Delhi,2025-01-20,7,224,High,25.97,2,Rainy,2025-01-20T07:00:00
4634,Chennai,2025-01-20,7,157,High,15.06,2,Clear,2025-01-20T07:00:00
4635,Lucknow,2025-01-20,7,135,Medium,17.79,0,Clear,2025-01-20T07:00:00
4636,Kolkata,2025-01-20,7,82,Medium,20.42,0,Rainy,2025-01-20T07:00:00
4637,Hyderabad,2025-01-20,7,174,High,34.04,0,Clear,2025-01-20T07:00:00
4638,Ahmedabad,2025-01-20,7,208,High,34.37,0,Clear,2025-01-20T07:00:00
4639,Pune,2025-01-20,7,191,High,34.14,2,Cloudy,2025-01-20T07:00:00
4640,Jaipur,2025-01-20,7,197,High,30.84,1,Rainy,2025-01-20T07:00:00
4641,Bengaluru,2025-01-20,8,166,High,30.94,2,Clear,2025-01-20T08:00:00
4642,Mumbai,2025-01-20,8,205,High,34.56,2,Clear,2025-01-20T08:00:00
4643,Delhi,2025-01-20,8,97,High,33.54,2,Rainy,2025-01-20T08:00:00
4644,Chennai,2025-01-20,8,77,Medium,33.94,1,Clear,2025-01-20T08:00:00
4645,Lucknow,2025-01-20,8,76,High,25.89,1,Clear,2025-01-20T08:00:00
4646,Kolkata,2025-01-20,8,225,High,24.93,1,Rainy,2025-01-20T08:00:00
4647,Hyderabad,2025-01-20,8,237,Medium,29.09,2,Cloudy,2025-01-20T08:00:00
4648,Ahmedabad,2025-01-20,8,56,High,28.99,2,Cloudy,2025-01-20T08:00:00
4649,Pune,2025-01-20,8,193,High,20.33,2,Rainy,2025-01-20T08:00:00
4650,Jaipur,2025-01-20,8,285,Medium,30.89,1,Rainy,2025-01-20T08:00:00
4651,Bengaluru,2025-01-20,9,264,High,31.87,1,Rainy,2025-01-20T09:00:00
4652,Mumbai,2025-01-20,9,237,High,17.05,1,Rainy,2025-01-20T09:00:00
4653,Delhi,2025-01-20,9,256,High,15.27,0,Clear,2025-01-20T09:00:00
4654,Chennai,2025-01-20,9,199,Medium,16.73,1,Cloudy,2025-01-20T09:00:00
4655,Lucknow,2025-01-20,9,122,Medium,20.93,0,Rainy,2025-01-20T09:00:00
4656,Kolkata,2025-01-20,9,150,High,30.52,0,Rainy,2025-01-20T09:00:00
4657,Hyderabad,2025-01-20,9,171,High,27.32,0,Cloudy,2025-01-20T09:00:00
4658,Ahmedabad,2025-01-20,9,275,High,24.44,1,Cloudy,2025-01-20T09:00:00
4659,Pune,2025-01-20,9,217,High,34.61,1,Cloudy,2025-01-20T09:00:00
4660,Jaipur,2025-01-20,9,246,High,19.33,1,Cloudy,2025-01-20T09:00:00
4661,Bengaluru,2025-01-20,10,223,Low,39.81,2,Clear,2025-01-20T10:00:00
4662,Mumbai,2025-01-20,10,282,Low,46.3,0,Cloudy,2025-01-20T10:00:00
4663,Delhi,2025-01-20,10,139,Medium,48.3,2,Cloudy,2025-01-20T10:00:00
4664,Chennai,2025-01-20,10,201,Medium,37.46,2,Cloudy,2025-01-20T10:00:00
4665,Lucknow,2025-01-20,10,60,Medium,43.43,1,Clear,2025-01-20T10:00:00
4666,Kolkata,2025-01-20,10,125,Low,39.62,1,Clear,2025-01-20T10:00:00
4667,Hyderabad,2025-01-20,10,140,Medium,40.05,1,Rainy,2025-01-20T10:00:00
4668,Ahmedabad,2025-01-20,10,263,Medium,38.25,0,Clear,2025-01-20T10:00:00
4669,Pune,2025-01-20,10,286,Low,41.27,2,Clear,2025-01-20T10:00:00
4670,Jaipur,2025-01-20,10,208,Medium,50.07,0,Rainy,2025-01-20T10:00:00
4671,Bengaluru,2025-01-20,11,120,Low,57.81,1,Rainy,2025-01-20T11:00:00
4672,Mumbai,2025-01-20,11,183,Low,53.9,1,Cloudy,2025-01-20T11:00:00
4673,Delhi,2025-01-20,11,234,Low,68.2,0,Cloudy,2025-01-20T11:00:00
4674,Chennai,2025-01-20,11,265,Low,61.94,0,Clear,2025-01-20T11:00:00
4675,Lucknow,2025-01-20,11,110,Low,53.09,2,Rainy,2025-01-20T11:00:00
4676,Kolkata,2025-01-20,11,126,Low,54.62,1,Clear,2025-01-20T11:00:00
4677,Hyderabad,2025-01-20,11,112,Medium,64.71,2,Rainy,2025-01-20T11:00:00
4678,Ahmedabad,2025-01-20,11,170,Low,68.53,2,Clear,2025-01-20T11:00:00
4679,Pune,2025-01-20,11,39,Medium,56.88,0,Rainy,2025-01-20T11:00:00
4680,Jaipur,2025-01-20,11,267,Low,59.87,1,Cloudy,2025-01-20T11:00:00
4681,Bengaluru,2025-01-20,12,110,Medium,69.5,0,Clear,2025-01-20T12:00:00
4682,Mumbai,2025-01-20,12,178,Medium,66.45,0,Cloudy,2025-01-20T12:00:00
4683,Delhi,2025-01-20,12,148,Low,57.77,1,Cloudy,2025-01-20T12:00:00
4684,Chennai,2025-01-20,12,183,Low,57.71,1,Cloudy,2025-01-20T12:00:00
4685,Lucknow,2025-01-20,12,42,Medium,52.6,0,Cloudy,2025-01-20T12:00:00
4686,Kolkata,2025-01-20,12,298,Medium,58.03,1,Clear,2025-01-20T12:00:00
4687,Hyderabad,2025-01-20,12,135,Medium,54.82,2,Clear,2025-01-20T12:00:00
4688,Ahmedabad,2025-01-20,12,296,Low,53.25,1,Clear,2025-01-20T12:00:00
4689,Pune,2025-01-20,12,291,Low,58.97,1,Cloudy,2025-01-20T12:00:00
4690,Jaipur,2025-01-20,12,179,Medium,63.12,0,Rainy,2025-01-20T12:00:00
4691,Bengaluru,2025-01-20,13,115,Low,69.72,0,Clear,2025-01-20T13:00:00
4692,Mumbai,2025-01-20,13,39,Medium,53.5,1,Cloudy,2025-01-20T13:00:00
4693,Delhi,2025-01-20,13,248,Low,61.66,1,Rainy,2025-01-20T13:00:00
4694,Chennai,2025-01-20,13,41,Low,57.15,0,Cloudy,2025-01-20T13:00:00
4695,Lucknow,2025-01-20,13,39,Low,52.37,0,Cloudy,2025-01-20T13:00:00
4696,Kolkata,2025-01-20,13,214,Medium,56.42,2,Cloudy,2025-01-20T13:00:00
4697,Hyderabad,2025-01-20,13,103,Low,62.85,1,Cloudy,2025-01-20T13:00:00
4698,Ahmedabad,2025-01-20,13,174,Low,59.91,2,Cloudy,2025-01-20T13:00:00
4699,Pune,2025-01-20,13,261,Low,50.36,0,Clear,2025-01-20T13:00:00
4700,Jaipur,2025-01-20,13,210,Low,51.43,1,Clear,2025-01-20T13:00:00
4701,Bengaluru,2025-01-20,14,276,Low,64.36,2,Clear,2025-01-20T14:00:00
4702,Mumbai,2025-01-20,14,34,Low,61.84,0,Rainy,2025-01-20T14:00:00
4703,Delhi,2025-01-20,14,134,Low,61.73,1,Cloudy,2025-01-20T14:00:00
4704,Chennai,2025-01-20,14,210,Low,57.95,1,Cloudy,2025-01-20T14:00:00
4705,Lucknow,2025-01-20,14,32,Medium,51.75,1,Rainy,2025-01-20T14:00:00
4706,Kolkata,2025-01-20,14,228,Low,53.4,2,Clear,2025-01-20T14:00:00
4707,Hyderabad,2025-01-20,14,111,Low,55.63,2,Clear,2025-01-20T14:00:00
4708,Ahmedabad,2025-01-20,14,56,Low,60.26,1,Rainy,2025-01-20T14:00:00
4709,Pune,2025-01-20,14,220,Low,62.45,1,Rainy,2025-01-20T14:00:00
4710,Jaipur,2025-01-20,14,168,Low,65.05,0,Rainy,2025-01-20T14:00:00
4711,Bengaluru,2025-01-20,15,288,Medium,59.14,0,Rainy,2025-01-20T15:00:00
4712,Mumbai,2025-01-20,15,144,Low,66.06,1,Clear,2025-01-20T15:00:00
4713,Delhi,2025-01-20,15,167,Low,60.12,1,Clear,2025-01-20T15:00:00
4714,Chennai,2025-01-20,15,293,Medium,55.33,0,Clear,2025-01-20T15:00:00
4715,Lucknow,2025-01-20,15,112,Low,58.15,2,Rainy,2025-01-20T15:00:00
4716,Kolkata,2025-01-20,15,182,Low,51.14,1,Clear,2025-01-20T15:00:00
4717,Hyderabad,2025-01-20,15,164,Low,54.05,1,Clear,2025-01-20T15:00:00
4718,Ahmedabad,2025-01-20,15,153,Medium,50.41,1,Clear,2025-01-20T15:00:00
4719,Pune,2025-01-20,15,203,Low,55.9,0,Cloudy,2025-01-20T15:00:00
4720,Jaipur,2025-01-20,15,116,Low,50.61,1,Rainy,2025-01-20T15:00:00
4721,Bengaluru,2025-01-20,16,61,Low,51.31,2,Clear,2025-01-20T16:00:00
4722,Mumbai,2025-01-20,16,159,Medium,46.83,1,Rainy,2025-01-20T16:00:00
4723,Delhi,2025-01-20,16,237,Medium,50.43,2,Rainy,2025-01-20T16:00:00
4724,Chennai,2025-01-20,16,153,Low,48.38,1,Cloudy,2025-01-20T16:00:00
4725,Lucknow,2025-01-20,16,223,Low,50.44,0,Cloudy,2025-01-20T16:00:00
4726,Kolkata,2025-01-20,16,133,Medium,42.77,0,Cloudy,2025-01-20T16:00:00
4727,Hyderabad,2025-01-20,16,179,Medium,48.97,2,Clear,2025-01-20T16:00:00
4728,Ahmedabad,2025-01-20,16,37,Medium,44.61,2,Clear,2025-01-20T16:00:00
4729,Pune,2025-01-20,16,64,Low,52.78,2,Rainy,2025-01-20T16:00:00
4730,Jaipur,2025-01-20,16,59,Medium,52.16,2,Clear,2025-01-20T16:00:00
4731,Bengaluru,2025-01-20,17,232,High,31.82,1,Cloudy,2025-01-20T17:00:00
4732,Mumbai,2025-01-20,17,49,High,21.92,2,Clear,2025-01-20T17:00:00
4733,Delhi,2025-01-20,17,194,Medium,16.5,0,Rainy,2025-01-20T17:00:00
4734,Chennai,2025-01-20,17,181,High,16.49,1,Cloudy,2025-01-20T17:00:00
4735,Lucknow,2025-01-20,17,149,Medium,27.53,2,Cloudy,2025-01-20T17:00:00
4736,Kolkata,2025-01-20,17,189,High,32.11,2,Clear,2025-01-20T17:00:00
4737,Hyderabad,2025-01-20,17,247,Medium,26.56,2,Clear,2025-01-20T17:00:00
4738,Ahmedabad,2025-01-20,17,119,High,28.1,0,Rainy,2025-01-20T17:00:00
4739,Pune,2025-01-20,17,53,High,19.44,1,Cloudy,2025-01-20T17:00:00
4740,Jaipur,2025-01-20,17,252,High,19.22,2,Rainy,2025-01-20T17:00:00
4741,Bengaluru,2025-01-20,18,154,High,23.18,2,Cloudy,2025-01-20T18:00:00
4742,Mumbai,2025-01-20,18,39,High,16.24,1,Cloudy,2025-01-20T18:00:00
4743,Delhi,2025-01-20,18,47,High,18.83,0,Rainy,2025-01-20T18:00:00
4744,Chennai,2025-01-20,18,244,High,26.6,1,Cloudy,2025-01-20T18:00:00
4745,Lucknow,2025-01-20,18,132,Medium,32.82,0,Cloudy,2025-01-20T18:00:00
4746,Kolkata,2025-01-20,18,160,High,26.44,2,Rainy,2025-01-20T18:00:00
4747,Hyderabad,2025-01-20,18,175,High,18.46,1,Rainy,2025-01-20T18:00:00
4748,Ahmedabad,2025-01-20,18,133,High,31.86,2,Rainy,2025-01-20T18:00:00
4749,Pune,2025-01-20,18,134,Medium,29.64,1,Clear,2025-01-20T18:00:00
4750,Jaipur,2025-01-20,18,165,High,31.49,2,Rainy,2025-01-20T18:00:00
4751,Bengaluru,2025-01-20,19,200,High,18.96,0,Clear,2025-01-20T19:00:00
4752,Mumbai,2025-01-20,19,243,High,21.8,0,Rainy,2025-01-20T19:00:00
4753,Delhi,2025-01-20,19,49,High,34.68,0,Cloudy,2025-01-20T19:00:00
4754,Chennai,2025-01-20,19,58,High,29.8,0,Rainy,2025-01-20T19:00:00
4755,Lucknow,2025-01-20,19,187,High,34.83,2,Clear,2025-01-20T19:00:00
4756,Kolkata,2025-01-20,19,280,High,17.92,2,Rainy,2025-01-20T19:00:00
4757,Hyderabad,2025-01-20,19,145,Medium,29.93,1,Clear,2025-01-20T19:00:00
4758,Ahmedabad,2025-01-20,19,243,Medium,24.51,0,Cloudy,2025-01-20T19:00:00
4759,Pune,2025-01-20,19,163,High,34.19,2,Cloudy,2025-01-20T19:00:00
4760,Jaipur,2025-01-20,19,77,High,30.89,1,Cloudy,2025-01-20T19:00:00
4761,Bengaluru,2025-01-20,20,269,Medium,37.95,2,Rainy,2025-01-20T20:00:00
4762,Mumbai,2025-01-20,20,181,Low,47.39,1,Clear,2025-01-20T20:00:00
4763,Delhi,2025-01-20,20,271,Medium,46.83,0,Rainy,2025-01-20T20:00:00
4764,Chennai,2025-01-20,20,289,Medium,38.97,1,Rainy,2025-01-20T20:00:00
4765,Lucknow,2025-01-20,20,86,Low,50.51,0,Cloudy,2025-01-20T20:00:00
4766,Kolkata,2025-01-20,20,91,Medium,45.23,1,Cloudy,2025-01-20T20:00:00
4767,Hyderabad,2025-01-20,20,191,Low,43.12,0,Rainy,2025-01-20T20:00:00
4768,Ahmedabad,2025-01-20,20,43,Medium,48.65,1,Rainy,2025-01-20T20:00:00
4769,Pune,2025-01-20,20,297,Medium,47.44,0,Rainy,2025-01-20T20:00:00
4770,Jaipur,2025-01-20,20,200,Low,41.2,1,Rainy,2025-01-20T20:00:00
4771,Bengaluru,2025-01-20,21,226,Low,58.38,2,Clear,2025-01-20T21:00:00
4772,Mumbai,2025-01-20,21,286,Low,60.92,2,Cloudy,2025-01-20T21:00:00
4773,Delhi,2025-01-20,21,182,Medium,59.87,0,Rainy,2025-01-20T21:00:00
4774,Chennai,2025-01-20,21,178,Medium,65.9,2,Cloudy,2025-01-20T21:00:00
4775,Lucknow,2025-01-20,21,284,Medium,55.28,2,Cloudy,2025-01-20T21:00:00
4776,Kolkata,2025-01-20,21,107,Low,69.4,1,Clear,2025-01-20T21:00:00
4777,Hyderabad,2025-01-20,21,263,Medium,54.32,1,Clear,2025-01-20T21:00:00
4778,Ahmedabad,2025-01-20,21,262,Medium,51.97,2,Cloudy,2025-01-20T21:00:00
4779,Pune,2025-01-20,21,164,Low,53.16,0,Cloudy,2025-01-20T21:00:00
4780,Jaipur,2025-01-20,21,132,Medium,66.34,0,Cloudy,2025-01-20T21:00:00
4781,Bengaluru,2025-01-20,22,155,Medium,53.69,0,Cloudy,2025-01-20T22:00:00
4782,Mumbai,2025-01-20,22,297,Medium,69.93,0,Cloudy,2025-01-20T22:00:00
4783,Delhi,2025-01-20,22,109,Low,51.15,2,Rainy,2025-01-20T22:00:00
4784,Chennai,2025-01-20,22,64,Medium,60.98,2,Clear,2025-01-20T22:00:00
4785,Lucknow,2025-01-20,22,42,Low,58.62,0,Rainy,2025-01-20T22:00:00
4786,Kolkata,2025-01-20,22,149,Low,53.0,0,Rainy,2025-01-20T22:00:00
4787,Hyderabad,2025-01-20,22,87,Low,67.94,2,Rainy,2025-01-20T22:00:00
4788,Ahmedabad,2025-01-20,22,292,Medium,69.93,1,Cloudy,2025-01-20T22:00:00
4789,Pune,2025-01-20,22,85,Medium,66.87,0,Cloudy,2025-01-20T22:00:00
4790,Jaipur,2025-01-20,22,113,Low,64.68,0,Clear,2025-01-20T22:00:00
4791,Bengaluru,2025-01-20,23,226,Low,58.93,0,Rainy,2025-01-20T23:00:00
4792,Mumbai,2025-01-20,23,166,Low,62.18,1,Cloudy,2025-01-20T23:00:00
4793,Delhi,2025-01-20,23,162,Low,59.36,0,Cloudy,2025-01-20T23:00:00
4794,Chennai,2025-01-20,23,265,Low,69.6,0,Cloudy,2025-01-20T23:00:00
4795,Lucknow,2025-01-20,23,66,Low,64.6,1,Clear,2025-01-20T23:00:00
4796,Kolkata,2025-01-20,23,226,Low,60.06,2,Clear,2025-01-20T23:00:00
4797,Hyderabad,2025-01-20,23,259,Low,52.67,0,Cloudy,2025-01-20T23:00:00
4798,Ahmedabad,2025-01-20,23,82,Low,68.46,0,Rainy,2025-01-20T23:00:00
4799,Pune,2025-01-20,23,108,Low,60.55,2,Clear,2025-01-20T23:00:00
4800,Jaipur,2025-01-20,23,256,Low,56.79,0,Cloudy,2025-01-20T23:00:00
4801,Bengaluru,2025-01-21,0,109,Low,63.14,1,Rainy,2025-01-21T00:00:00
4802,Mumbai,2025-01-21,0,179,Medium,55.18,2,Cloudy,2025-01-21T00:00:00
4803,Delhi,2025-01-21,0,111,Low,56.39,2,Rainy,2025-01-21T00:00:00
4804,Chennai,2025-01-21,0,280,Low,50.92,1,Cloudy,2025-01-21T00:00:00
4805,Lucknow,2025-01-21,0,100,Low,56.14,1,Cloudy,2025-01-21T00:00:00
4806,Kolkata,2025-01-21,0,269,Low,64.42,2,Cloudy,2025-01-21T00:00:00
4807,Hyderabad,2025-01-21,0,42,Low,51.65,0,Cloudy,2025-01-21T00:00:00
4808,Ahmedabad,2025-01-21,0,253,Low,54.7,1,Cloudy,2025-01-21T00:00:00
4809,Pune,2025-01-21,0,273,Low,60.61,1,Cloudy,2025-01-21T00:00:00
4810,Jaipur,2025-01-21,0,129,Low,59.99,0,Cloudy,2025-01-21T00:00:00
4811,Bengaluru,2025-01-21,1,96,Low,63.39,0,Cloudy,2025-01-21T01:00:00
4812,Mumbai,2025-01-21,1,132,Low,54.28,2,Cloudy,2025-01-21T01:00:00
4813,Delhi,2025-01-21,1,121,Medium,51.84,2,Rainy,2025-01-21T01:00:00
4814,Chennai,2025-01-21,1,255,Low,69.88,0,Cloudy,2025-01-21T01:00:00
4815,Lucknow,2025-01-21,1,132,Low,65.23,0,Cloudy,2025-01-21T01:00:00
4816,Kolkata,2025-01-21,1,272,Low,54.95,1,Clear,2025-01-21T01:00:00
4817,Hyderabad,2025-01-21,1,225,Low,69.89,0,Clear,2025-01-21T01:00:00
4818,Ahmedabad,2025-01-21,1,167,Low,69.05,1,Rainy,2025-01-21T01:00:00
4819,Pune,2025-01-21,1,249,Low,67.64,0,Clear,2025-01-21T01:00:00
4820,Jaipur,2025-01-21,1,290,Medium,50.19,1,Clear,2025-01-21T01:00:00
4821,Bengaluru,2025-01-21,2,50,Low,56.2,2,Cloudy,2025-01-21T02:00:00
4822,Mumbai,2025-01-21,2,288,Low,62.54,1,Cloudy,2025-01-21T02:00:00
4823,Delhi,2025-01-21,2,50,Medium,52.24,0,Rainy,2025-01-21T02:00:00
4824,Chennai,2025-01-21,2,79,Low,64.83,0,Clear,2025-01-21T02:00:00
4825,Lucknow,2025-01-21,2,64,Low,60.22,0,Cloudy,2025-01-21T02:00:00
4826,Kolkata,2025-01-21,2,64,Low,54.79,0,Rainy,2025-01-21T02:00:00
4827,Hyderabad,2025-01-21,2,128,Low,50.02,2,Clear,2025-01-21T02:00:00
4828,Ahmedabad,2025-01-21,2,239,Medium,67.48,0,Clear,2025-01-21T02:00:00
4829,Pune,2025-01-21,2,221,Low,58.92,0,Cloudy,2025-01-21T02:00:00
4830,Jaipur,2025-01-21,2,209,Medium,66.33,0,Rainy,2025-01-21T02:00:00
4831,Bengaluru,2025-01-21,3,76,Low,63.69,2,Clear,2025-01-21T03:00:00
4832,Mumbai,2025-01-21,3,31,Low,61.68,2,Clear,2025-01-21T03:00:00
4833,Delhi,2025-01-21,3,151,Low,63.53,2,Clear,2025-01-21T03:00:00
4834,Chennai,2025-01-21,3,96,Low,64.12,1,Clear,2025-01-21T03:00:00
4835,Lucknow,2025-01-21,3,76,Low,56.8,0,Rainy,2025-01-21T03:00:00
4836,Kolkata,2025-01-21,3,191,Low,66.21,1,Cloudy,2025-01-21T03:00:00
4837,Hyderabad,2025-01-21,3,199,Low,58.62,0,Cloudy,2025-01-21T03:00:00
4838,Ahmedabad,2025-01-21,3,189,Medium,54.98,0,Cloudy,2025-01-21T03:00:00
4839,Pune,2025-01-21,3,101,Low,60.55,2,Cloudy,2025-01-21T03:00:00
